iter	Logloss
229	0.00017695907
230	0.00017695907
231	0.00017695907
232	0.0001769553478
233	0.0001769553478
234	0.0001769467312
235	0.0001769467312
236	0.0001769437444
237	0.0001769437444
238	0.0001769406111
239	0.0001769389106
240	0.0001769323847
241	0.0001769323847
242	0.0001769323847
243	0.0001769323847
244	0.0001769323847
245	0.0001769284752
246	0.0001769284752
247	0.0001769284752
248	0.0001769284752
249	0.0001769309153
250	0.0001769309153
251	0.0001769309153
252	0.0001769309153
253	0.0001769309153
254	0.0001769309153
255	0.0001769250164
256	0.0001769213717
257	0.0001769213717
258	0.0001769260153
259	0.000176916814
260	0.0001769129847
261	0.0001769129847
262	0.0001769130495
263	0.0001769130495
264	0.0001769114139
265	0.0001769114139
266	0.0001769189513
267	0.0001769035045
268	0.0001769035045
269	0.0001769035045
270	0.0001769035045
271	0.0001769035045
272	0.0001769047669
273	0.0001768956219
274	0.0001768956219
275	0.000176892421
276	0.000176892421
277	0.000176892421
278	0.000176892421
279	0.0001768856444
280	0.0001768856444
281	0.0001768856444
282	0.0001768856444
283	0.0001768945061
284	0.0001768945061
285	0.0001768906416
286	0.0001768834564
287	0.0001768834564
288	0.0001768775801
289	0.0001768756119
290	0.0001768658189
291	0.0001768741368
292	0.0001768741368
293	0.0001768741368
294	0.0001768741368
295	0.0001768674884
296	0.0001768674884
297	0.0001768674884
298	0.0001768674884
299	0.0001768680069
300	0.0001768680069
301	0.000176859403
302	0.000176859403
303	0.0001768581364
304	0.0001768581364
305	0.0001768549961
306	0.0001768503454
307	0.0001768527813
308	0.0001768527813
309	0.0001768400621
310	0.0001768400621
311	0.0001768400621
312	0.0001768413667
313	0.0001768365696
314	0.0001768397677
315	0.0001768397677
316	0.0001768369162
317	0.0001768369162
318	0.0001768369162
319	0.0001768369162
320	0.0001768369162
321	0.0001768289265
322	0.0001768289265
323	0.0001768289265
324	0.0001768258186
325	0.0001768258186
326	0.0001768258186
327	0.0001768258186
328	0.0001768258186
329	0.0001768264864
330	0.0001768175331
331	0.0001768102957
332	0.0001768102957
333	0.0001768102957
334	0.0001768102957
335	0.0001768102957
336	0.0001768102957
337	0.0001768102957
338	0.0001768102957
339	0.0001768102957
340	0.0001768102957
341	0.0001768102957
342	0.0001768102957
343	0.0001768102957
344	0.0001768102957
345	0.0001768102957
346	0.0001768102957
347	0.0001768102957
348	0.0001768102957
349	0.0001768102957
350	0.0001768102957
351	0.0001768102957
352	0.0001768102957
353	0.0001768102957
354	0.0001768102957
355	0.0001768102957
356	0.0001768102957
357	0.0001768102957
358	0.0001768102957
359	0.0001768102957
360	0.0001768102957
361	0.0001768102957
362	0.0001768102957
363	0.0001768102957
364	0.0001768102957
365	0.0001768102957
366	0.0001768102957
367	0.0001768102957
368	0.0001768102957
369	0.0001768102957
370	0.0001768102957
371	0.0001768102957
372	0.0001768102957
373	0.0001768102957
374	0.0001768102957
375	0.0001768102957
376	0.0001768102957
377	0.0001768102957
378	0.0001768102957
379	0.0001768102957
380	0.0001768102957
381	0.0001768102957
382	0.0001768102957
383	0.0001768102957
384	0.0001768102957
385	0.0001768102957
386	0.0001768102957
387	0.0001768102957
388	0.0001768102957
389	0.0001768102957
390	0.0001768102957
391	0.0001768102957
392	0.0001768102957
393	0.0001768102957
394	0.0001768102957
395	0.0001768102957
396	0.0001768102957
397	0.0001768102957
398	0.0001768102957
399	0.0001768102957
400	0.0001768102957
401	0.0001768102957
402	0.0001768102957
403	0.0001768102957
404	0.0001768102957
405	0.0001768102957
406	0.0001768102957
407	0.0001768102957
408	0.0001768102957
409	0.0001768102957
410	0.0001768102957
411	0.0001768102957
412	0.0001768102957
413	0.0001768102957
414	0.0001768102957
415	0.0001768102957
416	0.0001768102957
417	0.0001768102957
418	0.0001768102957
419	0.0001768102957
420	0.0001768102957
421	0.0001768102957
422	0.0001768102957
423	0.0001768102957
424	0.0001768102957
425	0.0001768102957
426	0.0001768102957
427	0.0001768102957
428	0.0001768102957
429	0.0001768102957
430	0.0001768102957
431	0.0001768102957
432	0.0001768102957
433	0.0001768102957
434	0.0001768102957
435	0.0001768102957
436	0.0001768102957
437	0.0001768102957
438	0.0001768102957
439	0.0001768102957
440	0.0001768102957
441	0.0001768102957
442	0.0001768102957
443	0.0001768102957
444	0.0001768102957
445	0.0001768102957
446	0.0001768102957
447	0.0001768102957
448	0.0001768102957
449	0.0001768102957
450	0.0001768102957
451	0.0001768102957
452	0.0001768102957
453	0.0001768102957
454	0.0001768102957
455	0.0001768102957
456	0.0001768102957
457	0.0001768102957
458	0.0001768102957
459	0.0001768102957
460	0.0001768102957
461	0.0001768102957
462	0.0001768102957
463	0.0001768102957
464	0.0001768102957
465	0.0001768102957
466	0.0001768102957
467	0.0001768102957
468	0.0001768102957
469	0.0001768102957
470	0.0001768102957
471	0.0001768102957
472	0.0001768102957
473	0.0001768102957
474	0.0001768102957
475	0.0001768102957
476	0.0001768102957
477	0.0001768102957
478	0.0001768102957
479	0.0001768102957
480	0.0001768102957
481	0.0001768102957
482	0.0001768102957
483	0.0001768102957
484	0.0001768102957
485	0.0001768102957
486	0.0001768102957
487	0.0001768102957
488	0.0001768102957
489	0.0001768102957
490	0.0001768102957
491	0.0001768102957
492	0.0001768102957
493	0.0001768102957
494	0.0001768102957
495	0.0001768102957
496	0.0001768102957
497	0.0001768102957
498	0.0001768102957
499	0.0001768102957
500	0.0001768102957
501	0.0001768102957
502	0.0001768102957
503	0.0001768102957
504	0.0001768102957
505	0.0001768102957
506	0.0001768102957
507	0.0001768102957
508	0.0001768102957
509	0.0001768102957
510	0.0001768102957
511	0.0001768102957
512	0.0001768102957
513	0.0001768102957
514	0.0001768102957
515	0.0001768102957
516	0.0001768102957
517	0.0001768102957
518	0.0001768102957
519	0.0001768102957
520	0.0001768102957
521	0.0001768102957
522	0.0001768102957
523	0.0001768102957
524	0.0001768102957
525	0.0001768102957
526	0.0001768102957
527	0.0001768102957
528	0.0001768102957
529	0.0001768102957
530	0.0001768102957
531	0.0001768102957
532	0.0001768102957
533	0.0001768102957
534	0.0001768102957
535	0.0001768102957
536	0.0001768102957
537	0.0001768102957
538	0.0001768102957
539	0.0001768102957
540	0.0001768102957
541	0.0001768102957
542	0.0001768102957
543	0.0001768102957
544	0.0001768102957
545	0.0001768102957
546	0.0001768102957
547	0.0001768102957
548	0.0001768102957
549	0.0001768102957
550	0.0001768102957
551	0.0001768102957
552	0.0001768102957
553	0.0001768102957
554	0.0001768102957
555	0.0001768102957
556	0.0001768102957
557	0.0001768102957
558	0.0001768102957
559	0.0001768102957
560	0.0001768102957
561	0.0001768102957
562	0.0001768102957
563	0.0001768102957
564	0.0001768102957
565	0.0001768102957
566	0.0001768102957
567	0.0001768102957
568	0.0001768102957
569	0.0001768102957
570	0.0001768102957
571	0.0001768102957
572	0.0001768102957
573	0.0001768102957
574	0.0001768102957
575	0.0001768102957
576	0.0001768102957
577	0.0001768102957
578	0.0001768102957
579	0.0001768102957
580	0.0001768102957
581	0.0001768102957
582	0.0001768102957
583	0.0001768102957
584	0.0001768102957
585	0.0001768102957
586	0.0001768102957
587	0.0001768102957
588	0.0001768102957
589	0.0001768102957
590	0.0001768102957
591	0.0001768102957
592	0.0001768102957
593	0.0001768102957
594	0.0001768102957
595	0.0001768102957
596	0.0001768102957
597	0.0001768102957
598	0.0001768102957
599	0.0001768102957
600	0.0001768102957
601	0.0001768102957
602	0.0001768102957
603	0.0001768102957
604	0.0001768102957
605	0.0001768102957
606	0.0001768102957
607	0.0001768102957
608	0.0001768102957
609	0.0001768102957
610	0.0001768102957
611	0.0001768102957
612	0.0001768102957
613	0.0001768102957
614	0.0001768102957
615	0.0001768102957
616	0.0001768102957
617	0.0001768102957
618	0.0001768102957
619	0.0001768102957
620	0.0001768102957
621	0.0001768102957
622	0.0001768102957
623	0.0001768102957
624	0.0001768102957
625	0.0001768102957
626	0.0001768102957
627	0.0001768102957
628	0.0001768102957
629	0.0001768102957
630	0.0001768102957
631	0.0001768102957
632	0.0001768102957
633	0.0001768102957
634	0.0001768102957
635	0.0001768102957
636	0.0001768102957
637	0.0001768102957
638	0.0001768102957
639	0.0001768102957
640	0.0001768102957
641	0.0001768102957
642	0.0001768102957
643	0.0001768102957
644	0.0001768102957
645	0.0001768102957
646	0.0001768102957
647	0.0001768102957
648	0.0001768102957
649	0.0001768102957
650	0.0001768102957
651	0.0001768102957
652	0.0001768102957
653	0.0001768102957
654	0.0001768102957
655	0.0001768102957
656	0.0001768102957
657	0.0001768102957
658	0.0001768102957
659	0.0001768102957
660	0.0001768102957
661	0.0001768102957
662	0.0001768102957
663	0.0001768102957
664	0.0001768102957
665	0.0001768102957
666	0.0001768102957
667	0.0001768102957
668	0.0001768102957
669	0.0001768102957
670	0.0001768102957
671	0.0001768102957
672	0.0001768102957
673	0.0001768102957
674	0.0001768102957
675	0.0001768102957
676	0.0001768102957
677	0.0001768102957
678	0.0001768102957
679	0.0001768102957
680	0.0001768102957
681	0.0001768102957
682	0.0001768102957
683	0.0001768102957
684	0.0001768102957
685	0.0001768102957
686	0.0001768102957
687	0.0001768102957
688	0.0001768102957
689	0.0001768102957
690	0.0001768102957
691	0.0001768102957
692	0.0001768102957
693	0.0001768102957
694	0.0001768102957
695	0.0001768102957
696	0.0001768102957
697	0.0001768102957
698	0.0001768102957
699	0.0001768102957
700	0.0001768102957
701	0.0001768102957
702	0.0001768102957
703	0.0001768102957
704	0.0001768102957
705	0.0001768102957
706	0.0001768102957
707	0.0001768102957
708	0.0001768102957
709	0.0001768102957
710	0.0001768102957
711	0.0001768102957
712	0.0001768102957
713	0.0001768102957
714	0.0001768102957
715	0.0001768102957
716	0.0001768102957
717	0.0001768102957
718	0.0001768102957
719	0.0001768102957
720	0.0001768102957
721	0.0001768102957
722	0.0001768102957
723	0.0001768102957
724	0.0001768102957
725	0.0001768102957
726	0.0001768102957
727	0.0001768102957
728	0.0001768102957
729	0.0001768102957
730	0.0001768102957
731	0.0001768102957
732	0.0001768102957
733	0.0001768102957
734	0.0001768102957
735	0.0001768102957
736	0.0001768102957
737	0.0001768102957
738	0.0001768102957
739	0.0001768102957
740	0.0001768102957
741	0.0001768102957
742	0.0001768102957
743	0.0001768102957
744	0.0001768102957
745	0.0001768102957
746	0.0001768102957
747	0.0001768102957
748	0.0001768102957
749	0.0001768102957
750	0.0001768102957
751	0.0001768102957
752	0.0001768102957
753	0.0001768102957
754	0.0001768102957
755	0.0001768102957
756	0.0001768102957
757	0.0001768102957
758	0.0001768102957
759	0.0001768102957
760	0.0001768102957
761	0.0001768102957
762	0.0001768102957
763	0.0001768102957
764	0.0001768102957
765	0.0001768102957
766	0.0001768102957
767	0.0001768102957
768	0.0001768102957
769	0.0001768102957
770	0.0001768102957
771	0.0001768102957
772	0.0001768102957
773	0.0001768102957
774	0.0001768102957
775	0.0001768102957
776	0.0001768102957
777	0.0001768102957
778	0.0001768102957
779	0.0001768102957
780	0.0001768102957
781	0.0001768102957
782	0.0001768102957
783	0.0001768102957
784	0.0001768102957
785	0.0001768102957
786	0.0001768102957
787	0.0001768102957
788	0.0001768102957
789	0.0001768102957
790	0.0001768102957
791	0.0001768102957
792	0.0001768102957
793	0.0001768102957
794	0.0001768102957
795	0.0001768102957
796	0.0001768102957
797	0.0001768102957
798	0.0001768102957
799	0.0001768102957
800	0.0001768102957
801	0.0001768102957
802	0.0001768102957
803	0.0001768102957
804	0.0001768102957
805	0.0001768102957
806	0.0001768102957
807	0.0001768102957
808	0.0001768102957
809	0.0001768102957
810	0.0001768102957
811	0.0001768102957
812	0.0001768102957
813	0.0001768102957
814	0.0001768102957
815	0.0001768102957
816	0.0001768102957
817	0.0001768102957
818	0.0001768102957
819	0.0001768102957
820	0.0001768102957
821	0.0001768102957
822	0.0001768102957
823	0.0001768102957
824	0.0001768102957
825	0.0001768102957
826	0.0001768102957
827	0.0001768102957
828	0.0001768102957
829	0.0001768102957
830	0.0001768102957
831	0.0001768102957
832	0.0001768102957
833	0.0001768102957
834	0.0001768102957
835	0.0001768102957
836	0.0001768102957
837	0.0001768102957
838	0.0001768102957
839	0.0001768102957
840	0.0001768102957
841	0.0001768102957
842	0.0001768102957
843	0.0001768102957
844	0.0001768102957
845	0.0001768102957
846	0.0001768102957
847	0.0001768102957
848	0.0001768102957
849	0.0001768102957
850	0.0001768102957
851	0.0001768102957
852	0.0001768102957
853	0.0001768102957
854	0.0001768102957
855	0.0001768102957
856	0.0001768102957
857	0.0001768102957
858	0.0001768102957
859	0.0001768102957
860	0.0001768102957
861	0.0001768102957
862	0.0001768102957
863	0.0001768102957
864	0.0001768102957
865	0.0001768102957
866	0.0001768102957
867	0.0001768102957
868	0.0001768102957
869	0.0001768102957
870	0.0001768102957
871	0.0001768102957
872	0.0001768102957
873	0.0001768102957
874	0.0001768102957
875	0.0001768102957
876	0.0001768102957
877	0.0001768102957
878	0.0001768102957
879	0.0001768102957
880	0.0001768102957
881	0.0001768102957
882	0.0001768102957
883	0.0001768102957
884	0.0001768102957
885	0.0001768102957
886	0.0001768102957
887	0.0001768102957
888	0.0001768102957
889	0.0001768102957
890	0.0001768102957
891	0.0001768102957
892	0.0001768102957
893	0.0001768102957
894	0.0001768102957
895	0.0001768102957
896	0.0001768102957
897	0.0001768102957
898	0.0001768102957
899	0.0001768102957
900	0.0001768102957
901	0.0001768102957
902	0.0001768102957
903	0.0001768102957
904	0.0001768102957
905	0.0001768102957
906	0.0001768102957
907	0.0001768102957
908	0.0001768102957
909	0.0001768102957
910	0.0001768102957
911	0.0001768102957
912	0.0001768102957
913	0.0001768102957
914	0.0001768102957
915	0.0001768102957
916	0.0001768102957
917	0.0001768102957
918	0.0001768102957
919	0.0001768102957
920	0.0001768102957
921	0.0001768102957
922	0.0001768102957
923	0.0001768102957
924	0.0001768102957
925	0.0001768102957
926	0.0001768102957
927	0.0001768102957
928	0.0001768102957
929	0.0001768102957
930	0.0001768102957
931	0.0001768102957
932	0.0001768102957
933	0.0001768102957
934	0.0001768102957
935	0.0001768102957
936	0.0001768102957
937	0.0001768102957
938	0.0001768102957
939	0.0001768102957
940	0.0001768102957
941	0.0001768102957
942	0.0001768102957
943	0.0001768102957
944	0.0001768102957
945	0.0001768102957
946	0.0001768102957
947	0.0001768102957
948	0.0001768102957
949	0.0001768102957
950	0.0001768102957
951	0.0001768102957
952	0.0001768102957
953	0.0001768102957
954	0.0001768102957
955	0.0001768102957
956	0.0001768102957
957	0.0001768102957
958	0.0001768102957
959	0.0001768102957
960	0.0001768102957
961	0.0001768102957
962	0.0001768102957
963	0.0001768102957
964	0.0001768102957
965	0.0001768102957
966	0.0001768102957
967	0.0001768102957
968	0.0001768102957
969	0.0001768102957
970	0.0001768102957
971	0.0001768102957
972	0.0001768102957
973	0.0001768102957
974	0.0001768102957
975	0.0001768102957
976	0.0001768102957
977	0.0001768102957
978	0.0001768102957
979	0.0001768102957
980	0.0001768102957
981	0.0001768102957
982	0.0001768102957
983	0.0001768102957
984	0.0001768102957
985	0.0001768102957
986	0.0001768102957
987	0.0001768102957
988	0.0001768102957
989	0.0001768102957
990	0.0001768102957
991	0.0001768102957
992	0.0001768102957
993	0.0001768102957
994	0.0001768102957
995	0.0001768102957
996	0.0001768102957
997	0.0001768102957
998	0.0001768102957
999	0.0001768102957
